"genes","adj_p_DESeq2","adj_p_edgeR","adj_p_limma"
"CTPS2",0.00306339955223229,0.00541261928225142,0.0456970617127107
"XK",0.000604385430920987,0.0014991938170444,0.0231146942990315
"TSPAN17",0.000153504438729442,0.00106483311032243,0.00508777457076915
"ARHGEF5",0.00845229612681062,0.0128111688116405,0.0018871541989748
"NFE2L3",8.5614584357322e-06,2.660179811097e-05,0.00140365945646294
"SLC4A8",5.7423861392827e-05,0.000140892175970012,0.0249885010983041
"RAD51",1.52597753605248e-07,1.6016330833952e-06,0.000648607002826746
"POLQ",4.76405463438492e-09,9.39061917139429e-08,3.44058153545465e-05
"PIK3CB",0.00025339032883664,0.000748254022103871,0.00200996627270589
"THOC3",6.23419126062045e-07,8.67219526971427e-06,0.000443595593026787
"LAMA3",3.47053735895667e-05,0.000108042814446634,0.00405117613010651
"IL17RB",6.74340147560967e-05,0.00015946760116179,0.00958069205690719
"LAMC2",0.00340779840083696,0.00708249595172392,0.016224129654505
"NDC1",9.08208280817708e-07,5.30225070741686e-06,0.000114154524341006
"TARBP1",0.00107538769731068,0.00306949708847418,0.00952618290544292
"STYK1",0.0118058515012364,0.019152082700858,0.0377171415265175
"MRPS35",0.00117553773134567,0.0021517375245967,0.0394022599475929
"CDH3",1.47371310155479e-06,0.032587054224801,0.00050796212085116
"POLD1",0.000209865265543825,0.00138386073432409,0.00360023015367694
"SPA17",0.00201279838347978,0.006952213395411,0.025360327101803
"MCM10",4.81602475861346e-07,3.77424128694234e-06,9.8847566814662e-05
"ERBB3",0.0013730127486065,0.00270936740813993,0.0249803679739785
"PACC1",0.00203452958452943,0.00929604270083574,0.0201388454162792
"SEC61A2",0.00176477978218266,0.0114898265559625,0.0137606615023683
"SLC9A7",0.00228281968735433,0.00484872666265551,0.0178167498027793
"ASPM",7.80872473843332e-11,2.13348828518499e-09,1.6402394904163e-05
"MTFR1",2.52387159868707e-05,0.000195839529206238,0.00109655908612028
"PRKCZ",0.000554203240953166,0.00118578553552277,0.00164826871104471
"PRR11",1.20810390445347e-09,2.67997660501621e-08,8.18532921367545e-05
"ATP11A",0.00869600219715135,0.0127345627966846,0.0301061288418697
"PTPN3",0.00773797700670982,0.0109276144143567,0.00139323892467945
"OSBPL3",8.26331477006093e-05,0.000295690135666917,0.000933333111231976
"RAD18",0.000641417571569518,0.00137430432540822,0.0265087727610169
